ID_Pedido,Fecha_Pedido,Estación,ID_Cliente,Segmento_Cliente,Región,País,Categoría_Producto,Unidades_Vendidas,Precio_Unitario,Ingresos,Costo
299,2024-12-28,Verano,C5234,Premium,Centro,Perú,Electrónica,17,123,2091,1319.23
300,2024-11-10,Primavera,C1752,Premium,Sur,Perú,Ropa,6,105,630,385.4
301,2025-09-24,Primavera,C1622,Estándar,Centro,Chile,Ropa,5,89,445,274.46
302,2024-03-28,Otoño,C1416,Estándar,Centro,Perú,Electrónica,8,106,848,544.99
303,2025-10-14,Primavera,C8020,Estándar,Centro,Perú,Ropa,16,101,1616,1186.01
304,2025-09-27,Primavera,C1230,Premium,Sur,Chile,Electrónica,16,139,2224,1377.61
305,2024-02-24,Verano,C7653,Estándar,Sur,Colombia,Deportes,9,93,837,551.63
306,2025-12-31,Verano,C4435,Premium,Centro,Colombia,Deportes,22,138,3036,2058.4
307,2025-11-17,Primavera,C7209,Económico,Centro,Chile,Deportes,5,41,205,121.83
308,2024-12-08,Verano,C6313,Económico,Norte,Chile,Ropa,23,37,851,526.55
309,2024-05-05,Otoño,C8158,Estándar,Sur,Perú,Electrónica,7,95,665,489.41
310,2024-07-06,Invierno,C8794,Premium,Norte,Perú,Electrónica,6,167,1002,591.35
311,2024-02-27,Verano,C3380,Estándar,Centro,Perú,Deportes,13,70,910,618.04
312,2025-08-02,Invierno,C3117,Premium,Centro,Perú,Deportes,9,149,1341,844.22
313,2025-06-05,Invierno,C6260,Premium,Norte,Perú,Hogar,9,123,1107,796.81
314,2025-03-25,Otoño,C1911,Estándar,Centro,Perú,Hogar,10,107,1070,629.81
315,2024-06-29,Invierno,C6225,Estándar,Sur,Perú,Hogar,9,76,684,387.16
316,2025-07-18,Invierno,C2239,Premium,Centro,Perú,Ropa,8,113,904,504.94
317,2025-04-15,Otoño,C1953,Premium,Centro,Chile,Ropa,7,114,798,438.96
318,2025-02-21,Verano,C7027,Estándar,Norte,Colombia,Deportes,22,76,1672,1143.46
319,2025-04-17,Otoño,C8920,Estándar,Centro,Perú,Hogar,15,73,1095,721.86
320,2025-04-26,Otoño,C7180,Estándar,Sur,Colombia,Ropa,7,65,455,272.85
321,2024-05-06,Otoño,C7795,Estándar,Centro,Colombia,Deportes,9,52,468,261.54
322,2025-01-02,Verano,C5820,Estándar,Centro,Perú,Ropa,21,110,2310,1371.8
323,2025-03-28,Otoño,C8279,Estándar,Centro,Perú,Ropa,17,71,1207,904.93
324,2025-05-17,Otoño,C1482,Estándar,Norte,Perú,Electrónica,6,72,432,277.99
325,2024-10-15,Primavera,C2354,Estándar,Sur,Colombia,Hogar,13,66,858,480
326,2025-01-26,Verano,C8417,Premium,Norte,Colombia,Electrónica,12,168,2016,1286.13
327,2025-05-27,Otoño,C6095,Estándar,Sur,Perú,Electrónica,9,59,531,318.99
328,2024-11-19,Primavera,C4886,Económico,Norte,Chile,Hogar,7,40,280,202.25
329,2025-05-21,Otoño,C5134,Estándar,Norte,Perú,Deportes,13,102,1326,962.08
330,2024-07-19,Invierno,C9537,Estándar,Centro,Colombia,Hogar,9,112,1008,608.77
331,2024-07-18,Invierno,C4111,Económico,Norte,Perú,Ropa,4,33,132,92.71
332,2025-05-10,Otoño,C8264,Estándar,Centro,Colombia,Ropa,14,107,1498,838.36
333,2025-03-13,Otoño,C5067,Estándar,Centro,Chile,Electrónica,13,115,1495,978.11
334,2025-08-15,Invierno,C2231,Premium,Sur,Chile,Hogar,6,170,1020,681.31
335,2025-12-17,Verano,C2452,Estándar,Centro,Chile,Hogar,25,109,2725,1735.88
336,2025-11-04,Primavera,C5983,Estándar,Sur,Perú,Electrónica,11,90,990,654.14
337,2025-01-10,Verano,C1764,Premium,Norte,Chile,Ropa,16,143,2288,1696.71
338,2024-11-22,Primavera,C9195,Estándar,Sur,Chile,Deportes,7,93,651,419.24
339,2024-04-07,Otoño,C3233,Estándar,Sur,Colombia,Electrónica,15,86,1290,839.65
340,2025-08-30,Invierno,C8042,Estándar,Sur,Chile,Deportes,5,116,580,339.8
341,2024-11-30,Primavera,C3924,Premium,Centro,Chile,Hogar,15,136,2040,1386.15
342,2025-09-28,Primavera,C7999,Estándar,Centro,Perú,Ropa,11,89,979,556.7
343,2025-12-09,Verano,C5833,Estándar,Centro,Colombia,Ropa,10,108,1080,747.48
344,2024-10-02,Primavera,C1302,Premium,Centro,Perú,Electrónica,7,117,819,602.39
345,2024-09-25,Primavera,C1652,Estándar,Sur,Perú,Deportes,14,90,1260,865.89
346,2025-11-30,Primavera,C6260,Estándar,Sur,Perú,Electrónica,6,86,516,335.45
347,2024-01-04,Verano,C9978,Económico,Sur,Colombia,Ropa,14,55,770,455.49
348,2024-06-05,Invierno,C4440,Premium,Norte,Colombia,Hogar,4,177,708,402.06
349,2024-12-30,Verano,C3303,Premium,Norte,Perú,Electrónica,16,126,2016,1303.92
350,2024-11-22,Primavera,C3181,Económico,Sur,Perú,Ropa,13,43,559,390.41
351,2025-05-28,Otoño,C6908,Económico,Norte,Perú,Electrónica,10,22,220,134.57
352,2025-03-30,Otoño,C1686,Económico,Centro,Chile,Ropa,11,61,671,432.39
353,2025-01-05,Verano,C2339,Estándar,Centro,Perú,Deportes,13,104,1352,870.75
354,2025-10-10,Primavera,C7823,Estándar,Norte,Colombia,Hogar,15,76,1140,690.42
355,2024-11-11,Primavera,C7931,Estándar,Norte,Chile,Deportes,11,66,726,414.85
356,2025-11-26,Primavera,C4102,Estándar,Centro,Colombia,Deportes,17,116,1972,1178.29
357,2024-12-05,Verano,C1087,Estándar,Sur,Perú,Hogar,18,110,1980,1124.79
358,2025-01-24,Verano,C8451,Estándar,Norte,Chile,Hogar,20,70,1400,802.91
359,2025-11-30,Primavera,C4121,Premium,Sur,Chile,Deportes,10,160,1600,912.02
360,2025-06-01,Invierno,C5019,Estándar,Sur,Chile,Deportes,1,84,84,46.51
361,2024-04-23,Otoño,C9091,Estándar,Sur,Colombia,Deportes,16,118,1888,1288.34
362,2024-05-11,Otoño,C6477,Premium,Sur,Perú,Hogar,7,195,1365,885.34
363,2025-09-19,Primavera,C6204,Estándar,Sur,Colombia,Ropa,16,103,1648,1142.88
364,2025-12-01,Verano,C8477,Premium,Norte,Colombia,Electrónica,10,189,1890,1415.6
365,2024-10-24,Primavera,C2360,Estándar,Centro,Chile,Electrónica,6,58,348,226.58
366,2024-09-22,Primavera,C4892,Estándar,Norte,Perú,Hogar,9,90,810,561.93
367,2024-07-12,Invierno,C7274,Económico,Centro,Chile,Ropa,3,53,159,101.39
368,2024-06-28,Invierno,C1432,Premium,Centro,Colombia,Electrónica,7,121,847,526.57
369,2024-08-04,Invierno,C6176,Premium,Centro,Colombia,Electrónica,8,175,1400,805.35
370,2025-11-29,Primavera,C6415,Estándar,Centro,Chile,Hogar,12,103,1236,887.75
371,2024-06-08,Invierno,C1781,Estándar,Sur,Colombia,Hogar,6,114,684,443.52
372,2025-01-09,Verano,C7188,Económico,Sur,Chile,Deportes,34,22,748,530.58
373,2025-03-15,Otoño,C7347,Estándar,Norte,Perú,Hogar,11,60,660,406.93
374,2025-07-12,Invierno,C2047,Premium,Sur,Perú,Ropa,2,163,326,213.72
375,2025-07-21,Invierno,C1725,Estándar,Sur,Perú,Electrónica,2,67,134,74.67
376,2025-01-29,Verano,C4981,Estándar,Centro,Chile,Electrónica,13,104,1352,847.32
377,2025-09-08,Primavera,C8779,Económico,Sur,Chile,Hogar,14,30,420,248.94
378,2025-01-27,Verano,C5421,Premium,Norte,Perú,Hogar,19,188,3572,2308.14
379,2025-09-15,Primavera,C7455,Estándar,Norte,Colombia,Hogar,9,92,828,484.08
380,2025-08-16,Invierno,C5162,Estándar,Centro,Perú,Hogar,8,119,952,669.04
381,2024-07-13,Invierno,C8947,Premium,Norte,Chile,Ropa,1,114,114,76.27
382,2024-11-15,Primavera,C1282,Estándar,Sur,Colombia,Electrónica,13,79,1027,652.7
383,2024-01-07,Verano,C7706,Estándar,Sur,Perú,Electrónica,24,119,2856,1919.67
384,2024-05-21,Otoño,C5071,Económico,Sur,Perú,Deportes,5,40,200,113.77
385,2024-04-06,Otoño,C6482,Premium,Norte,Colombia,Deportes,11,123,1353,937.95
386,2024-08-25,Invierno,C7052,Premium,Centro,Chile,Hogar,3,184,552,335.46
387,2024-06-16,Invierno,C2158,Estándar,Norte,Perú,Deportes,6,65,390,253.4
388,2024-01-03,Verano,C3344,Premium,Norte,Chile,Hogar,26,161,4186,2592.86
389,2025-11-14,Primavera,C7144,Estándar,Sur,Perú,Hogar,7,100,700,505.24
390,2025-09-02,Primavera,C9498,Premium,Sur,Perú,Deportes,10,163,1630,898.71
391,2025-04-12,Otoño,C1951,Estándar,Centro,Colombia,Ropa,9,92,828,505.45
392,2025-07-25,Invierno,C9019,Premium,Sur,Perú,Electrónica,4,103,412,244.21
393,2024-05-17,Otoño,C5048,Premium,Centro,Perú,Ropa,13,188,2444,1732.55
394,2024-08-12,Invierno,C2372,Premium,Norte,Perú,Ropa,4,199,796,592.49
395,2025-01-04,Verano,C5305,Estándar,Centro,Chile,Hogar,28,56,1568,944.29
396,2025-12-01,Verano,C5970,Estándar,Sur,Chile,Deportes,22,83,1826,1297.64
397,2024-04-27,Otoño,C1250,Premium,Centro,Chile,Deportes,7,108,756,531.42
398,2024-05-15,Otoño,C8203,Económico,Sur,Colombia,Ropa,6,59,354,244.93
399,2024-03-27,Otoño,C3459,Estándar,Norte,Perú,Ropa,9,72,648,364.03
400,2025-04-30,Otoño,C4131,Económico,Sur,Chile,Electrónica,13,55,715,450.01
401,2025-12-07,Verano,C9256,Premium,Centro,Chile,Hogar,21,135,2835,2063.41
402,2024-12-03,Verano,C3329,Premium,Norte,Chile,Hogar,20,126,2520,1747.24
403,2024-02-08,Verano,C8315,Premium,Centro,Perú,Electrónica,23,142,3266,2234.39
404,2025-08-28,Invierno,C5252,Económico,Sur,Chile,Deportes,4,61,244,167.19
405,2024-04-08,Otoño,C6429,Premium,Norte,Colombia,Ropa,17,140,2380,1528.46
406,2025-04-11,Otoño,C3560,Estándar,Sur,Colombia,Ropa,16,113,1808,1346.06
407,2024-08-07,Invierno,C7661,Premium,Centro,Perú,Deportes,6,146,876,649.47
408,2025-06-10,Invierno,C1747,Premium,Centro,Chile,Electrónica,7,191,1337,797.2
409,2024-09-14,Primavera,C5036,Económico,Sur,Colombia,Electrónica,14,58,812,522.42
410,2025-01-24,Verano,C2596,Estándar,Sur,Perú,Electrónica,12,89,1068,606.59
411,2025-03-05,Otoño,C8760,Estándar,Norte,Colombia,Hogar,6,99,594,393.67
412,2024-02-03,Verano,C9005,Estándar,Norte,Perú,Electrónica,17,81,1377,950.58
413,2025-11-13,Primavera,C2481,Estándar,Norte,Chile,Ropa,17,71,1207,858.55
414,2024-08-09,Invierno,C7106,Premium,Centro,Perú,Deportes,3,127,381,219.33
415,2025-08-08,Invierno,C7417,Económico,Centro,Colombia,Deportes,8,61,488,281.01
416,2025-09-26,Primavera,C9653,Premium,Centro,Chile,Hogar,7,197,1379,1026.43
417,2024-07-01,Invierno,C3261,Estándar,Centro,Chile,Electrónica,3,78,234,140.63
418,2024-08-10,Invierno,C5069,Premium,Norte,Chile,Deportes,6,106,636,469.97
419,2025-06-05,Invierno,C9445,Estándar,Sur,Perú,Ropa,2,98,196,110.86
420,2024-07-14,Invierno,C9215,Premium,Sur,Perú,Hogar,8,169,1352,758.56
421,2025-11-27,Primavera,C8811,Premium,Centro,Perú,Ropa,12,103,1236,884.21
422,2024-12-29,Verano,C3345,Estándar,Norte,Perú,Electrónica,10,74,740,549.74
423,2024-08-27,Invierno,C2923,Estándar,Centro,Chile,Electrónica,6,87,522,331.12
424,2024-02-21,Verano,C1458,Estándar,Norte,Chile,Ropa,29,64,1856,1122.15
425,2024-07-23,Invierno,C5325,Premium,Norte,Perú,Electrónica,5,171,855,484.09
426,2025-09-19,Primavera,C8275,Económico,Sur,Perú,Ropa,6,20,120,75.59
427,2025-03-07,Otoño,C9726,Premium,Sur,Chile,Electrónica,9,117,1053,729.59
428,2024-10-25,Primavera,C5425,Estándar,Centro,Chile,Hogar,7,79,553,317.72
429,2025-10-17,Primavera,C6873,Estándar,Norte,Chile,Electrónica,13,79,1027,637.4
430,2024-04-05,Otoño,C6204,Estándar,Norte,Chile,Hogar,9,99,891,633.48
431,2024-01-08,Verano,C3434,Económico,Sur,Chile,Electrónica,14,67,938,531.56
432,2025-10-18,Primavera,C4944,Premium,Centro,Colombia,Electrónica,12,183,2196,1351.74
433,2024-02-24,Verano,C6118,Económico,Sur,Perú,Deportes,13,28,364,261.79
434,2024-04-09,Otoño,C6953,Premium,Sur,Colombia,Deportes,6,159,954,530.64
435,2024-12-27,Verano,C5443,Estándar,Sur,Colombia,Electrónica,18,97,1746,1197.94
436,2024-04-19,Otoño,C9870,Estándar,Centro,Perú,Deportes,9,88,792,550.31
437,2025-04-23,Otoño,C7774,Premium,Centro,Perú,Hogar,17,107,1819,1227.82
438,2024-02-15,Verano,C5133,Premium,Norte,Chile,Electrónica,18,161,2898,1700.12
439,2025-01-18,Verano,C2142,Premium,Centro,Chile,Hogar,26,100,2600,1447.56
440,2025-02-15,Verano,C3586,Estándar,Sur,Chile,Electrónica,29,79,2291,1287.11
441,2024-07-03,Invierno,C8249,Estándar,Norte,Colombia,Deportes,4,72,288,172.49
442,2025-02-18,Verano,C1169,Estándar,Centro,Chile,Deportes,24,58,1392,807.97
443,2025-03-09,Otoño,C5113,Premium,Centro,Perú,Ropa,16,155,2480,1636.38
444,2024-01-13,Verano,C7719,Estándar,Centro,Colombia,Ropa,16,75,1200,834.8
445,2024-05-20,Otoño,C7213,Premium,Norte,Perú,Deportes,15,152,2280,1267.41
446,2024-01-26,Verano,C4270,Estándar,Sur,Chile,Deportes,18,74,1332,981.86
447,2024-04-28,Otoño,C7704,Estándar,Norte,Chile,Ropa,12,117,1404,941.4
448,2025-03-25,Otoño,C3447,Premium,Norte,Perú,Deportes,10,152,1520,958.63
449,2025-05-23,Otoño,C9054,Estándar,Norte,Chile,Ropa,7,87,609,378.23
450,2025-09-10,Primavera,C6237,Estándar,Norte,Chile,Electrónica,6,60,360,256.55
451,2025-05-13,Otoño,C9465,Estándar,Sur,Colombia,Hogar,8,86,688,448.57
452,2024-12-13,Verano,C1400,Estándar,Norte,Perú,Electrónica,20,81,1620,960.43
453,2025-09-29,Primavera,C8990,Estándar,Sur,Perú,Hogar,5,119,595,350.32
454,2025-06-24,Invierno,C9426,Económico,Norte,Chile,Ropa,1,62,62,41.73
455,2025-09-08,Primavera,C9122,Estándar,Norte,Perú,Electrónica,16,78,1248,903.29
456,2025-09-30,Primavera,C6785,Estándar,Sur,Perú,Deportes,16,58,928,512.48
457,2024-12-13,Verano,C5584,Premium,Sur,Chile,Hogar,27,130,3510,2510.92
458,2025-01-29,Verano,C7729,Estándar,Norte,Perú,Hogar,14,102,1428,863.06
459,2025-08-30,Invierno,C4977,Económico,Centro,Colombia,Hogar,10,24,240,165.35
460,2024-07-13,Invierno,C3603,Premium,Centro,Perú,Electrónica,6,156,936,682.78
461,2024-04-11,Otoño,C5609,Estándar,Norte,Colombia,Electrónica,7,98,686,397.47
462,2024-05-15,Otoño,C2345,Económico,Norte,Colombia,Deportes,12,37,444,322.26
463,2025-04-01,Otoño,C3444,Estándar,Norte,Chile,Ropa,9,109,981,597.05
464,2024-10-21,Primavera,C8960,Económico,Centro,Perú,Electrónica,5,48,240,171.78
465,2025-10-16,Primavera,C8676,Estándar,Sur,Chile,Deportes,12,69,828,552.89
466,2024-12-19,Verano,C3905,Económico,Centro,Chile,Ropa,23,45,1035,758.9
467,2024-07-18,Invierno,C9322,Estándar,Norte,Colombia,Hogar,10,87,870,573.44
468,2024-03-05,Otoño,C1529,Premium,Centro,Perú,Hogar,6,111,666,393.77
469,2024-02-05,Verano,C7038,Estándar,Centro,Chile,Ropa,26,63,1638,1103.12
470,2024-11-04,Primavera,C6438,Estándar,Centro,Chile,Ropa,13,86,1118,786.22
471,2024-06-19,Invierno,C6818,Premium,Centro,Chile,Electrónica,7,116,812,586.16
472,2024-09-26,Primavera,C2844,Estándar,Centro,Chile,Deportes,8,70,560,323.33
473,2024-02-04,Verano,C1536,Estándar,Centro,Chile,Hogar,18,73,1314,837.3
474,2024-07-15,Invierno,C3961,Estándar,Centro,Perú,Hogar,2,73,146,92.95
475,2025-05-28,Otoño,C4595,Estándar,Centro,Chile,Ropa,13,60,780,567.09
476,2024-06-03,Invierno,C5837,Estándar,Sur,Colombia,Hogar,8,103,824,530.37
477,2025-05-08,Otoño,C8600,Premium,Sur,Perú,Hogar,8,184,1472,995.63
478,2025-10-03,Primavera,C6853,Estándar,Sur,Colombia,Hogar,13,60,780,534.4
479,2024-09-26,Primavera,C8103,Premium,Centro,Perú,Hogar,7,168,1176,864.15
480,2024-10-02,Primavera,C6857,Estándar,Sur,Perú,Electrónica,17,107,1819,1154.72
481,2025-05-23,Otoño,C8330,Estándar,Centro,Chile,Electrónica,9,65,585,329.84
482,2025-01-01,Verano,C5328,Estándar,Norte,Perú,Ropa,23,103,2369,1423.59
483,2025-09-23,Primavera,C2536,Estándar,Sur,Colombia,Deportes,16,92,1472,1024.61
484,2025-01-17,Verano,C3380,Premium,Sur,Chile,Deportes,18,151,2718,1886.03
485,2025-12-05,Verano,C1401,Estándar,Norte,Perú,Hogar,11,118,1298,812.53
486,2024-02-04,Verano,C8071,Estándar,Sur,Colombia,Deportes,14,114,1596,895.05
487,2025-10-06,Primavera,C3240,Estándar,Norte,Chile,Deportes,13,69,897,658.5
488,2025-11-09,Primavera,C6958,Premium,Norte,Perú,Deportes,8,129,1032,625.64
489,2024-03-02,Otoño,C8075,Estándar,Norte,Perú,Deportes,6,82,492,359.32
490,2024-08-29,Invierno,C2706,Estándar,Norte,Colombia,Ropa,5,76,380,273.17
491,2025-07-14,Invierno,C9542,Económico,Norte,Colombia,Hogar,9,41,369,212.68
492,2025-09-09,Primavera,C9137,Premium,Centro,Perú,Electrónica,6,110,660,396
493,2024-07-03,Invierno,C6290,Estándar,Sur,Perú,Deportes,7,76,532,381.47
494,2025-08-05,Invierno,C7649,Estándar,Norte,Chile,Deportes,2,100,200,126.81
495,2025-08-04,Invierno,C2606,Premium,Sur,Perú,Ropa,7,198,1386,913.4
496,2025-06-23,Invierno,C8595,Económico,Norte,Perú,Deportes,4,55,220,158.92
497,2025-01-11,Verano,C4970,Premium,Centro,Perú,Ropa,20,145,2900,1711.93
498,2024-09-11,Primavera,C2218,Estándar,Sur,Chile,Hogar,10,108,1080,809.28
499,2025-12-17,Verano,C6773,Estándar,Centro,Colombia,Ropa,12,51,612,448.18
500,2025-06-21,Invierno,C4921,Económico,Norte,Perú,Electrónica,3,50,150,100.32
501,2025-11-17,Primavera,C8172,Estándar,Norte,Colombia,Deportes,7,105,735,405.92
502,2024-12-04,Verano,C5562,Estándar,Norte,Perú,Deportes,21,113,2373,1466.36
503,2024-11-25,Primavera,C8820,Estándar,Sur,Colombia,Hogar,5,50,250,164.54
504,2025-04-21,Otoño,C9367,Estándar,Sur,Chile,Deportes,9,107,963,616.53
505,2025-01-23,Verano,C7416,Premium,Norte,Colombia,Ropa,19,149,2831,1667.92
506,2025-06-04,Invierno,C8499,Estándar,Norte,Perú,Deportes,9,86,774,549.6
507,2025-04-14,Otoño,C8901,Estándar,Centro,Colombia,Deportes,12,62,744,504.43
508,2025-12-06,Verano,C7131,Premium,Norte,Perú,Hogar,10,128,1280,841.18
509,2025-01-27,Verano,C2678,Estándar,Norte,Chile,Electrónica,26,53,1378,816.72
510,2024-11-10,Primavera,C7801,Estándar,Centro,Colombia,Electrónica,5,96,480,265.27
511,2024-07-14,Invierno,C3072,Estándar,Sur,Colombia,Deportes,8,88,704,526.14
512,2025-08-24,Invierno,C4342,Estándar,Centro,Perú,Electrónica,5,102,510,325.93
513,2024-01-29,Verano,C6514,Estándar,Norte,Chile,Ropa,15,76,1140,685.32
514,2024-10-26,Primavera,C1157,Premium,Sur,Perú,Electrónica,16,124,1984,1224.59
515,2024-08-02,Invierno,C5779,Premium,Centro,Colombia,Hogar,6,191,1146,835.39
516,2024-09-24,Primavera,C6474,Premium,Sur,Perú,Ropa,13,105,1365,918
517,2024-11-30,Primavera,C2990,Estándar,Sur,Perú,Ropa,11,100,1100,802.75
518,2025-11-07,Primavera,C7875,Estándar,Norte,Colombia,Hogar,11,116,1276,909.4
519,2024-04-25,Otoño,C6932,Estándar,Centro,Colombia,Hogar,16,89,1424,1059.28
520,2024-06-16,Invierno,C2387,Estándar,Norte,Chile,Ropa,3,118,354,198.07
521,2024-06-15,Invierno,C9882,Premium,Norte,Chile,Hogar,4,146,584,412.33
522,2024-05-03,Otoño,C1170,Estándar,Sur,Perú,Deportes,11,78,858,582.03
523,2024-05-14,Otoño,C5861,Estándar,Norte,Perú,Electrónica,14,99,1386,1032.38
524,2025-07-25,Invierno,C7566,Económico,Centro,Colombia,Ropa,10,49,490,321.09
525,2025-12-02,Verano,C9192,Premium,Norte,Colombia,Hogar,19,184,3496,2260.61
526,2024-01-07,Verano,C4174,Estándar,Sur,Chile,Hogar,19,78,1482,1072.12
527,2025-06-17,Invierno,C8802,Premium,Sur,Chile,Electrónica,3,142,426,259.38
528,2024-04-06,Otoño,C7936,Estándar,Norte,Chile,Deportes,13,74,962,611.6
529,2024-07-05,Invierno,C3210,Premium,Norte,Perú,Deportes,4,149,596,416.79
530,2025-12-21,Verano,C4656,Estándar,Norte,Perú,Electrónica,24,93,2232,1605.32
531,2024-04-19,Otoño,C2157,Estándar,Norte,Colombia,Electrónica,15,61,915,569.06
532,2024-12-08,Verano,C9072,Estándar,Norte,Chile,Electrónica,16,110,1760,1297.71
533,2025-01-21,Verano,C7027,Estándar,Norte,Chile,Deportes,32,86,2752,1836.79
534,2025-01-13,Verano,C9191,Estándar,Centro,Colombia,Deportes,19,60,1140,660.79
535,2024-04-12,Otoño,C6646,Económico,Norte,Colombia,Hogar,11,65,715,525.9
536,2024-12-13,Verano,C1504,Premium,Centro,Chile,Hogar,22,102,2244,1508.77
537,2025-08-27,Invierno,C1683,Premium,Sur,Perú,Ropa,9,156,1404,982.64
538,2025-10-09,Primavera,C6043,Premium,Norte,Perú,Hogar,9,167,1503,904.46
539,2025-12-07,Verano,C2496,Estándar,Centro,Colombia,Electrónica,10,103,1030,750.49
540,2024-08-03,Invierno,C1201,Económico,Centro,Perú,Ropa,5,32,160,100.69
541,2025-01-29,Verano,C5498,Económico,Centro,Perú,Electrónica,18,32,576,359.25
542,2024-11-14,Primavera,C7970,Estándar,Centro,Perú,Hogar,10,87,870,642.01
543,2025-10-19,Primavera,C9700,Estándar,Sur,Colombia,Deportes,13,69,897,642.6
544,2024-05-04,Otoño,C7356,Económico,Centro,Perú,Deportes,16,26,416,252.97
545,2024-02-03,Verano,C8018,Premium,Sur,Perú,Electrónica,13,137,1781,1243.79
546,2025-09-04,Primavera,C7039,Estándar,Norte,Colombia,Deportes,13,76,988,664.11
547,2025-03-24,Otoño,C9530,Económico,Sur,Perú,Hogar,6,58,348,240.24
548,2024-03-29,Otoño,C4062,Económico,Norte,Colombia,Deportes,9,26,234,148
549,2024-06-17,Invierno,C9870,Estándar,Sur,Colombia,Ropa,9,81,729,482.52
550,2024-08-27,Invierno,C7326,Estándar,Centro,Perú,Deportes,6,74,444,245.07
551,2024-08-11,Invierno,C8598,Premium,Centro,Perú,Deportes,3,183,549,406.19
552,2024-01-03,Verano,C7260,Económico,Norte,Perú,Ropa,22,61,1342,851.15
553,2024-12-24,Verano,C6699,Estándar,Norte,Chile,Electrónica,12,93,1116,770.26
554,2024-05-20,Otoño,C5683,Estándar,Norte,Perú,Ropa,12,63,756,436.45
555,2024-12-05,Verano,C8277,Estándar,Norte,Colombia,Ropa,16,88,1408,1024.68
556,2024-11-22,Primavera,C5959,Estándar,Sur,Perú,Hogar,16,80,1280,745.58
557,2024-03-16,Otoño,C7733,Estándar,Centro,Perú,Deportes,10,82,820,527.53
558,2025-11-18,Primavera,C9522,Estándar,Centro,Colombia,Ropa,16,84,1344,892.48
559,2024-06-05,Invierno,C5855,Económico,Norte,Colombia,Deportes,8,27,216,147.02
560,2025-01-10,Verano,C8338,Económico,Sur,Perú,Ropa,18,65,1170,794.97
561,2024-02-15,Verano,C2721,Económico,Centro,Colombia,Electrónica,14,39,546,399.43
562,2025-03-26,Otoño,C6972,Premium,Sur,Perú,Electrónica,15,168,2520,1634.49
563,2024-10-08,Primavera,C1109,Estándar,Norte,Perú,Hogar,10,110,1100,670
564,2025-01-17,Verano,C7093,Estándar,Centro,Colombia,Electrónica,8,104,832,615.05
565,2025-05-20,Otoño,C7706,Estándar,Centro,Chile,Electrónica,7,60,420,255.39
566,2024-03-09,Otoño,C8489,Premium,Norte,Perú,Ropa,9,163,1467,907.78
567,2025-04-05,Otoño,C9837,Económico,Sur,Colombia,Ropa,17,39,663,367.24
568,2024-02-29,Verano,C8463,Estándar,Sur,Perú,Ropa,21,65,1365,754.16
569,2024-01-01,Verano,C8691,Estándar,Centro,Chile,Deportes,19,96,1824,1155.88
570,2025-11-06,Primavera,C8560,Premium,Norte,Colombia,Deportes,16,115,1840,1216.58
571,2025-08-26,Invierno,C3016,Económico,Centro,Perú,Hogar,4,39,156,114.98
572,2024-01-19,Verano,C4816,Estándar,Centro,Chile,Electrónica,16,106,1696,1132.12
573,2025-09-11,Primavera,C2713,Estándar,Norte,Perú,Electrónica,5,64,320,178.98
574,2024-11-29,Primavera,C6514,Estándar,Norte,Perú,Electrónica,11,73,803,475.62
575,2025-11-01,Primavera,C8772,Económico,Norte,Colombia,Electrónica,12,43,516,373.38
576,2025-09-24,Primavera,C2699,Económico,Norte,Colombia,Deportes,6,32,192,123.36
577,2025-06-04,Invierno,C1117,Estándar,Centro,Colombia,Ropa,7,117,819,464.73
